PECK;ACRED;GEN;GEN
PEL;SOFT;GEN;GEN
PEL;SOFT;GEN;GEN
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;PRINT;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;HOST;DIG;MAB
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;GEN;TH
HOS;MARH;GEN;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;EVEDIG
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;TH
HOS;MARH;EVE;TH
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;MARH;EVE;PN-THF
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;PRINT;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;EVE;EXPOF
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;RES;DIG;RN
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;PRINT;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;MARH;DIG;THP
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;HOT
HOS;RES;EVE;RN
HOS;RES;EVE;RN
HOS;RES;EVE;RN
HOS;RES;EVE;EVEDIG
HOS;RES;EVE;EVE
HOS;RES;EVE;RN
HOS;RES;EVE;EVEDIG
HOS;RES;EVE;RN
HOS;RES;EVE;PN-FSF
HOS;RES;EVE;RN
HOS;RES;EVE;RN
HOS;RES;EVE;RN
HOS;RES;EVE;EVEDIG
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;PRINT;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
HOS;MARH;DIG;TH
